iteration,initial_residual_norm,residual_norm,relative_residual,potential,minimum_jacobian,step_norm,accepted_step,line_search_iterations
1,53.77236759517174,49.112439111025594,0.913339719031368,-10.808512976366877,0.5657558149099383,0.8255164883834288,1.0,0
2,53.77236759517174,7.44411518042156,0.13843755656185713,-13.508156360584778,0.6762231788728896,0.335838587206731,1.0,0
3,53.77236759517174,4.602171094348522,0.0855861718605404,-14.132780906786612,0.7284222818443151,2.1953716831316625,0.125,3
4,53.77236759517174,3.734642061941521,0.06945281059703344,-14.447763588852053,0.7653134086268947,0.4439371344435093,0.5,1
5,53.77236759517174,0.8286402399192418,0.015410149803291275,-14.510306121993167,0.7795159303859361,0.1213223025241628,1.0,0
6,53.77236759517174,0.0015822095668359718,2.942421242724004e-05,-14.510871157644935,0.7799914993717859,0.002310724236910088,1.0,0
7,53.77236759517174,3.1241613092509274e-08,5.809975362757597e-10,-14.510871160958136,0.7799999994479658,1.6171780534224773e-05,1.0,0
8,53.77236759517174,4.0611218762119384e-14,7.552432704444633e-16,-14.510871160958121,0.7799999999999999,2.185392802597071e-09,1.0,0
